,current_price,std_dev,average,upper,lower,BUSD,BTC,total_balance,action
2021-10-25 04:05:00,62090.34,125.49392,61941.062,62192.05033874512,61690.07466125488,1000647.5297999997,9.99,1620930.0263999996,NoTrade
2021-10-25 04:10:00,62028.33,113.87532,61957.457,62185.20767211914,61729.70639038086,1000647.5297999997,9.99,1620310.5464999997,NoTrade
2021-10-25 04:15:00,61915.64,104.97099,61965.3,62175.242767333984,61755.358795166016,1000028.3733999997,10.0,1619184.7733999998,CloseSELL
2021-10-25 04:20:00,61927.91,89.28863,61975.695,62154.27256774902,61797.11805725098,1000028.3733999997,10.0,1619307.4733999998,NoTrade
2021-10-25 04:25:00,61899.31,76.89769,61982.6,62136.39694213867,61828.80618286133,1000028.3733999997,10.0,1619021.4733999996,NoTrade
2021-10-25 04:30:00,61897.46,71.86779,61985.76,62129.497299194336,61842.026138305664,1000028.3733999997,10.0,1619002.9733999996,NoTrade
2021-10-25 04:35:00,61875.03,75.40586,61982.22,62133.03047180176,61831.40702819824,1000028.3733999997,10.0,1618778.6733999997,NoTrade
2021-10-25 04:40:00,61945.01,67.50117,61972.906,62107.90858459473,61837.90391540527,1000028.3733999997,10.0,1619478.4733999996,NoTrade
2021-10-25 04:45:00,62019.07,68.248695,61975.1,62111.59895324707,61838.60417175293,1000028.3733999997,10.0,1620219.0733999996,NoTrade
2021-10-25 04:50:00,61989.75,66.93846,61972.805,62106.68161010742,61838.92776489258,1000028.3733999997,10.0,1619925.8733999997,NoTrade
2021-10-25 04:55:00,62062.62,67.009346,61981.312,62115.3311920166,61847.2938079834,1000028.3733999997,10.0,1620654.5733999996,NoTrade
2021-10-25 05:00:00,61946.53,67.09459,61981.137,62115.3258972168,61846.9475402832,1000028.3733999997,10.0,1619493.6733999997,NoTrade
2021-10-25 05:05:00,61937.18,64.874664,61983.32,62113.06964111328,61853.57098388672,1000028.3733999997,10.0,1619400.1733999997,NoTrade
2021-10-25 05:10:00,61949.54,63.682457,61984.85,62112.21647644043,61857.48664855957,1000028.3733999997,10.0,1619523.7733999998,NoTrade
2021-10-25 05:15:00,62084.33,67.23778,61989.07,62123.54586791992,61854.59475708008,1000028.3733999997,10.0,1620871.6733999997,NoTrade
2021-10-25 05:20:00,62077.66,69.10182,61990.9,62129.10208129883,61852.69479370117,1000028.3733999997,10.0,1620804.9733999998,NoTrade
2021-10-25 05:25:00,62086.73,71.682076,61993.594,62136.95790100098,61850.22959899902,1000028.3733999997,10.0,1620895.6733999997,NoTrade
2021-10-25 05:30:00,62000.72,70.54852,61991.145,62132.24157714844,61850.04748535156,1000028.3733999997,10.0,1620035.5733999996,NoTrade
2021-10-25 05:35:00,61932.88,68.72412,61983.918,62121.3662109375,61846.4697265625,1000028.3733999997,10.0,1619357.1733999997,NoTrade
2021-10-25 05:40:00,61990.72,68.43922,61982.836,62119.71437072754,61845.95750427246,1000028.3733999997,10.0,1619935.5733999996,NoTrade
2021-10-25 05:45:00,61953.52,64.04898,61975.992,62104.09014892578,61847.89422607422,1000028.3733999997,10.0,1619563.5733999996,NoTrade
2021-10-25 05:50:00,61866.12,67.10589,61967.887,62102.0984954834,61833.6749420166,1000028.3733999997,10.0,1618689.5733999996,NoTrade
